7.239822961521508532e-07,6.213875213295491293e-04,9.671243811329456319e-01,7.280931980943922133e-01
7.224495755462531433e-07,6.205770904710539116e-04,9.692225494950396092e-01,7.348858769599815322e-01
7.204761881877130288e-07,6.168461344992144961e-04,9.707009056387755352e-01,7.401468313019512468e-01
7.181576116575855940e-07,6.121440399561109153e-04,9.716586227642144413e-01,7.443969324463270976e-01
7.155652969761328160e-07,6.077896483350992210e-04,9.721731955555898974e-01,7.474090925469332181e-01
7.127510178806162780e-07,6.045748812097305946e-04,9.723029306697139607e-01,7.483937709108333669e-01
7.097498506919700646e-07,6.029201881470778405e-04,9.720875705587965765e-01,7.469433987073091918e-01
7.065818846506246115e-07,6.029630807672093067e-04,9.715471126809542834e-01,7.437947869915211285e-01
7.032527135472171606e-07,6.045510370092238572e-04,9.706787771161483613e-01,7.401183912969186984e-01
6.997527172425149147e-07,6.071019000452072822e-04,9.694520154126923250e-01,7.365685851304387688e-01
6.960550867688461044e-07,6.092511908819949959e-04,9.678014189463179928e-01,7.329352435917714237e-01
7.278678625679271660e-07,6.688745582951285181e-04,9.737485698373872234e-01,7.597264603653183235e-01
7.270475130402215383e-07,6.716109650034491133e-04,9.766482406149807893e-01,7.698106018700782149e-01
7.256333341963445572e-07,6.675187952197145962e-04,9.787336795735244177e-01,7.764347287655515295e-01
7.237256037664429181e-07,6.612382673939286954e-04,9.801061271347583093e-01,7.814802722109167599e-01
7.213997569099102703e-07,6.554003126051076997e-04,9.808434179055779412e-01,7.851402622522214436e-01
7.187108123542184209e-07,6.512452497316847163e-04,9.810029102185759964e-01,7.862456562956192663e-01
7.156963972521270224e-07,6.493270262090969575e-04,9.806223782554822632e-01,7.840170650035402922e-01
7.123784363769432883e-07,6.498198991103237843e-04,9.797189360265338154e-01,7.796304126418843738e-01
7.087635426400553504e-07,6.525316093019437828e-04,9.782859958343113060e-01,7.748749234198293312e-01
7.048421165145439314e-07,6.565130569359523254e-04,9.762882440716449395e-01,7.705101219001279089e-01
7.005861213772338122e-07,6.585097512759260658e-04,9.736546383008233274e-01,7.653528020776848573e-01
7.294964242410809416e-07,7.048783382242455224e-04,9.776843351014445904e-01,7.848120750379272703e-01
7.294803801870620847e-07,7.202688904861662871e-04,9.814740684874082577e-01,8.032467953507924641e-01
7.287084383879002372e-07,7.149719712804887724e-04,9.842429905879438445e-01,8.109828511516987692e-01
7.272815344351280686e-07,7.051534805193522028e-04,9.860892710966576713e-01,8.161165946006962990e-01
7.252764892142559410e-07,6.967789240589667170e-04,9.870878580802447955e-01,8.203771957388007463e-01
7.227501146717593576e-07,6.911986407028327664e-04,9.872934571704437001e-01,8.216450922028071258e-01
7.197420556072849846e-07,6.888310634109416370e-04,9.867415254030373895e-01,8.181480857947643903e-01
7.162763469222263769e-07,6.898550617170219699e-04,9.854472928768345241e-01,8.119400855816943929e-01
7.123616880655092003e-07,6.943352033277268602e-04,9.834028469651324711e-01,8.060223391504813817e-01
7.079904470989367395e-07,7.019279273925356803e-04,9.805723718709078440e-01,8.018160577084253449e-01
7.031364086404449217e-07,7.006152320467511985e-04,9.768857427290563722e-01,7.932320554156764292e-01
7.291174170655278524e-07,7.035304663273450739e-04,9.792428946400498768e-01,7.890531453860283317e-01
7.299607610005800727e-07,7.449593245187569263e-04,9.839770564029445277e-01,8.230984920868604782e-01
7.298861626291308435e-07,7.490219784365548640e-04,9.874816251833100633e-01,8.377885895772226865e-01
7.289899153430175073e-07,7.353771973581327151e-04,9.898453734701515572e-01,8.431344023402962407e-01
7.273466412731073536e-07,7.250521206247669123e-04,9.911362259006893938e-01,8.490567862878903860e-01
7.250127866881348071e-07,7.182434561759245368e-04,9.914040186324072357e-01,8.512275263121017455e-01
7.220290962619213449e-07,7.148712820345512649e-04,9.906814695635186574e-01,8.453983271143841183e-01
7.184219398062640236e-07,7.146401959234884808e-04,9.889832814072873068e-01,8.354761421141732036e-01
7.142034486192400493e-07,7.162610821054640753e-04,9.863034274738227136e-01,8.254047867382675596e-01
7.093704830268196145e-07,7.112364548032046102e-04,9.826108207049319976e-01,8.121254547463735429e-01
7.039025093330633528e-07,6.806043133733956103e-04,9.778437582150776297e-01,7.854833131083009956e-01
7.270007740356395865e-07,6.771207984235860572e-04,9.787517518996439181e-01,7.786296220373057908e-01
7.287273146044383556e-07,7.147815850380076757e-04,9.844582781309232367e-01,8.117336599726590052e-01
7.293803705690568536e-07,7.380742531590383506e-04,9.887311915663627993e-01,8.384929981677069488e-01
