7.986563051896002481e-07,4.604884342017942023e-04,7.495613140775448935e-01,4.602916993145221292e-01
8.138192711852909653e-07,4.695154984940454060e-04,7.637959484169245528e-01,4.684776191355360386e-01
8.255636333100323614e-07,4.760247570270964676e-04,7.748237804554781727e-01,4.747810449233083596e-01
8.338992789550483861e-07,4.805446631710191970e-04,7.826538306679244883e-01,4.793284241293226389e-01
8.388693197073355204e-07,4.832043742684975318e-04,7.873261486959578503e-01,4.820771167478791197e-01
8.405145283116460938e-07,4.840823025382530128e-04,7.888784875234281513e-01,4.829983797776363219e-01
8.388513574967941109e-07,4.832052513715634902e-04,7.873257281592210832e-01,4.820822724950996618e-01
8.338644137588900081e-07,4.805464832383479269e-04,7.826528697761214737e-01,4.793384637375512347e-01
8.255139188582109862e-07,4.760276269340268972e-04,7.748220848587383802e-01,4.747954455699886500e-01
8.137576258985295491e-07,4.695196389538969554e-04,7.637933391492214286e-01,4.684957078235714723e-01
7.985863208277323463e-07,4.604860372203819097e-04,7.495577581248037413e-01,4.603086677011224426e-01
8.067878564546030509e-07,4.687087373772985156e-04,7.571939977599249083e-01,4.663241465972741140e-01
8.214981126475159490e-07,4.814377530736560387e-04,7.710041207389857210e-01,4.763374494827367633e-01
8.330222675984613835e-07,4.895315286337863486e-04,7.818255292640091669e-01,4.834395919610104952e-01
8.412592637610559569e-07,4.951812796520551219e-04,7.895631300184887680e-01,4.885660435829096149e-01
8.461907675127387009e-07,4.985260146833886234e-04,7.941993242462991320e-01,4.916692458286454626e-01
8.478263661432193899e-07,4.996333814697292638e-04,7.957426234677987820e-01,4.927098173533283609e-01
8.461729338571316029e-07,4.985266323936360508e-04,7.941989511519619294e-01,4.916743629617781330e-01
8.412246305745842422e-07,4.951825631305537337e-04,7.895623077947241386e-01,4.885760050399279297e-01
8.329728434235527537e-07,4.895336036214247661e-04,7.818241516994578477e-01,4.834539009663945675e-01
8.214367607343064427e-07,4.814410898107393988e-04,7.710021435361466002e-01,4.763555834291361979e-01
8.067181184198255432e-07,4.686715473505980454e-04,7.571915754751278316e-01,4.663244240816268871e-01
8.154305756649140986e-07,4.799300083634237173e-04,7.653068516183988423e-01,4.740254228649680157e-01
8.290805106078796072e-07,4.923659183681136859e-04,7.781222720166968143e-01,4.837260943369017796e-01
8.399253738729564189e-07,5.014602566528181520e-04,7.883064140593105673e-01,4.912108871162465529e-01
8.477476729519841179e-07,5.079435884400496830e-04,7.956549224072902993e-01,4.966754350655140371e-01
8.524565659654396614e-07,5.118151194449762536e-04,8.000821769482338031e-01,4.999967555208137959e-01
8.540222491345657147e-07,5.131013715826606564e-04,8.015597603116961789e-01,5.011119929362745085e-01
8.524391079347262337e-07,5.118154733436305589e-04,8.000819227814899293e-01,5.000017952068457339e-01
8.477137401913771679e-07,5.079441715635452451e-04,7.956543890521587947e-01,4.966851783391081909e-01
8.398768791580610943e-07,5.014607488689109063e-04,7.883055948726048756e-01,4.912246597842761520e-01
8.290201876548136278e-07,4.923659415862316523e-04,7.781212657970243418e-01,4.837430152357091173e-01
8.153618172790406482e-07,4.798792555781335309e-04,7.653059913918854873e-01,4.740198482035659078e-01
8.236183448572937861e-07,4.865035215443648791e-04,7.729934335063456396e-01,4.793841521618560364e-01
8.359310276295195598e-07,5.000138339424837521e-04,7.845542609965199254e-01,4.893611735207041291e-01
8.458338217027049798e-07,5.107145135771516209e-04,7.938544981032694681e-01,4.974333366017463787e-01
8.530371746545124034e-07,5.182804897288137945e-04,8.006221756641885845e-01,5.032820558521274856e-01
8.573962981046020632e-07,5.227597768305259317e-04,8.047210791793651952e-01,5.068121114733218358e-01
8.588491491838429172e-07,5.242411967096370206e-04,8.060925841446094919e-01,5.079930913990885477e-01
8.573794511106011539e-07,5.227597564594817789e-04,8.047209925717903056e-01,5.068169715403119113e-01
8.530043905513180403e-07,5.182790224246511821e-04,8.006220280870559591e-01,5.032908374618392244e-01
8.457868730079049790e-07,5.107074186756344189e-04,7.938543784995129027e-01,4.974435361818870804e-01
8.358724530633213617e-07,4.999921707463349241e-04,7.845543962083909584e-01,4.893677646238246970e-01
8.235513023640408880e-07,4.864569964078308299e-04,7.729942954666566557e-01,4.793812646213344020e-01
8.304347160885139503e-07,4.889382782026106475e-04,7.793938563376680007e-01,4.824251609894649739e-01
8.413823599638274236e-07,5.028716079617243703e-04,7.896739774785027643e-01,4.923199628398501893e-01
8.502501739616872467e-07,5.150464035197215582e-04,7.980030600234223614e-01,5.008623081896039775e-01
8.567360503871399014e-07,5.245251889033189551e-04,8.040973670080363567e-01,5.074468968216778730e-01
8.606750409031817641e-07,5.305754456423438089e-04,8.078018020321036108e-01,5.116145446713687983e-01
8.619899440906203626e-07,5.326671818113691429e-04,8.090435690647386213e-01,5.130481956175207969e-01
8.606590215969750315e-07,5.305737043070665564e-04,8.078019085450490744e-01,5.116185143073487263e-01
8.567048306596560636e-07,5.245151411273781504e-04,8.040976503717475188e-01,5.074514356992411157e-01
8.502053518069808469e-07,5.150239850163695551e-04,7.980036905728220553e-01,5.008649911420191003e-01
8.413262297908675253e-07,5.028372765454384693e-04,7.896752829786359840e-01,4.923203932053559773e-01
8.303701391104135155e-07,4.888957190406638571e-04,7.793964007687651518e-01,4.824244773715870571e-01
8.351809987616854430e-07,4.881633316401162020e-04,7.838524824869520513e-01,4.833898209078794084e-01
8.448659111464818126e-07,5.022660249699763008e-04,7.929478395439646388e-01,4.930640468873819238e-01
8.527111316047553096e-07,5.148220948353760549e-04,8.003173134927945576e-01,5.015183325316400209e-01
8.584531390516720461e-07,5.252103648166005613e-04,8.057133970556428215e-01,5.083255107418922503e-01
8.619424536899516454e-07,5.329796722222189097e-04,8.089955510866323474e-01,5.131802122968242008e-01
8.631073755724763341e-07,5.378791757366496295e-04,8.100961996815682076e-01,5.159124594589685753e-01
8.619274530911788764e-07,5.329700269261525118e-04,8.089958567686844626e-01,5.131802374376808196e-01
8.584238538778087584e-07,5.251908532923150932e-04,8.057141144331648741e-01,5.083252152573867200e-01
8.526689627850559349e-07,5.147936346059415157e-04,8.003186755160811572e-01,5.015177644426537240e-01
8.448128778060223248e-07,5.022307613156097236e-04,7.929502452624260789e-01,4.930637507951916576e-01
8.351196295492656157e-07,4.881245365499695924e-04,7.838565472025242897e-01,4.833908740738233623e-01
8.374157448355060567e-07,4.843897605299890292e-04,7.859549490813735328e-01,4.822148214030714808e-01
